mid,season,mdate,mtime,hcc,acc,hcg,acg
4677,1993_1994,1993-10-16,,WHU,AVL,0,0
4678,1993_1994,1993-10-17,,IPS,LEE,0,0
4679,1993_1994,1993-10-18,,BLB,SHU,0,0
4680,1993_1994,1993-10-23,,AVL,CHE,1,0
4681,1993_1994,1993-10-23,,EVE,MUN,0,1
4682,1993_1994,1993-10-23,,LEE,BLB,3,3
4683,1993_1994,1993-10-23,,MCI,LIV,1,1
4684,1993_1994,1993-10-23,,NOR,WHU,0,0
4685,1993_1994,1993-10-23,,OLD,ARS,0,0
4686,1993_1994,1993-10-23,,QPR,COV,5,1
4687,1993_1994,1993-10-23,,SHU,SHW,1,1
4688,1993_1994,1993-10-23,,TOT,SWI,1,1
4689,1993_1994,1993-10-24,,SOU,NEW,2,1
4690,1993_1994,1993-10-25,,WIM,IPS,0,2
4691,1993_1994,1993-10-30,,ARS,NOR,0,0
4692,1993_1994,1993-10-30,,BLB,TOT,1,0
4693,1993_1994,1993-10-30,,CHE,OLD,0,1
4694,1993_1994,1993-10-30,,IPS,EVE,0,2
4695,1993_1994,1993-10-30,,LIV,SOU,4,2
4696,1993_1994,1993-10-30,,MUN,QPR,2,1
4697,1993_1994,1993-10-30,,NEW,WIM,4,0
4698,1993_1994,1993-10-30,,SHW,LEE,3,3
4699,1993_1994,1993-10-30,,SWI,AVL,1,2
4700,1993_1994,1993-10-31,,COV,SHU,0,0
4701,1993_1994,1993-11-01,,WHU,MCI,3,1
4702,1993_1994,1993-11-06,,ARS,AVL,1,2
4703,1993_1994,1993-11-06,,COV,EVE,2,1
4704,1993_1994,1993-11-06,,IPS,SHW,1,4
4705,1993_1994,1993-11-06,,LEE,CHE,4,1
4706,1993_1994,1993-11-06,,LIV,WHU,2,0
4707,1993_1994,1993-11-06,,QPR,BLB,1,0
4708,1993_1994,1993-11-06,,SHU,NOR,1,2
4709,1993_1994,1993-11-06,,SOU,TOT,1,0
4710,1993_1994,1993-11-06,,WIM,SWI,3,0
4711,1993_1994,1993-11-07,,MCI,MUN,2,3
4712,1993_1994,1993-11-08,,OLD,NEW,1,3
4713,1993_1994,1993-11-20,,AVL,SHU,1,0
4714,1993_1994,1993-11-20,,BLB,SOU,2,0
4715,1993_1994,1993-11-20,,CHE,ARS,0,2
4716,1993_1994,1993-11-20,,EVE,QPR,0,3
4717,1993_1994,1993-11-20,,MUN,WIM,3,1
4718,1993_1994,1993-11-20,,NOR,MCI,1,1
4719,1993_1994,1993-11-20,,SHW,COV,0,0
4720,1993_1994,1993-11-20,,SWI,IPS,2,2
4721,1993_1994,1993-11-20,,TOT,LEE,1,1
4722,1993_1994,1993-11-20,,WHU,OLD,2,0
4723,1993_1994,1993-11-21,,NEW,LIV,3,0
4724,1993_1994,1993-11-22,,CHE,MCI,0,0
4725,1993_1994,1993-11-23,,BLB,COV,2,1
4726,1993_1994,1993-11-23,,EVE,LEE,1,1
4727,1993_1994,1993-11-24,,AVL,SOU,0,2
4728,1993_1994,1993-11-24,,MUN,IPS,0,0
4729,1993_1994,1993-11-24,,NEW,SHU,4,0
4730,1993_1994,1993-11-24,,SHW,OLD,3,0
4731,1993_1994,1993-11-24,,SWI,QPR,1,0
4732,1993_1994,1993-11-24,,TOT,WIM,1,1
4733,1993_1994,1993-11-24,,WHU,ARS,0,0
4734,1993_1994,1993-11-27,,ARS,NEW,2,1
4735,1993_1994,1993-11-27,,COV,MUN,0,1
4736,1993_1994,1993-11-27,,IPS,BLB,1,0
4737,1993_1994,1993-11-27,,LEE,SWI,3,0
4738,1993_1994,1993-11-27,,MCI,SHW,1,3
4739,1993_1994,1993-11-27,,OLD,NOR,2,1
4740,1993_1994,1993-11-27,,QPR,TOT,1,1
4741,1993_1994,1993-11-27,,SHU,CHE,1,0
4742,1993_1994,1993-11-27,,WIM,EVE,1,1
4743,1993_1994,1993-11-28,,LIV,AVL,2,1
4744,1993_1994,1993-11-29,,SOU,WHU,0,2
4745,1993_1994,1993-12-04,,COV,ARS,1,0
4746,1993_1994,1993-12-04,,EVE,SOU,1,0
4747,1993_1994,1993-12-04,,IPS,OLD,0,0
4748,1993_1994,1993-12-04,,LEE,MCI,3,2
4749,1993_1994,1993-12-04,,MUN,NOR,2,2
4750,1993_1994,1993-12-04,,QPR,AVL,2,2
4751,1993_1994,1993-12-04,,SHW,LIV,3,1
4752,1993_1994,1993-12-04,,SWI,SHU,0,0
4753,1993_1994,1993-12-04,,TOT,NEW,1,2
4754,1993_1994,1993-12-04,,WIM,WHU,1,2
4755,1993_1994,1993-12-05,,BLB,CHE,2,0
4756,1993_1994,1993-12-06,,ARS,TOT,1,1
4757,1993_1994,1993-12-07,,OLD,SWI,2,1
4758,1993_1994,1993-12-07,,SHU,MUN,0,3
4759,1993_1994,1993-12-08,,AVL,SHW,2,2
4760,1993_1994,1993-12-08,,LIV,QPR,3,2
4761,1993_1994,1993-12-08,,MCI,EVE,1,0
4762,1993_1994,1993-12-08,,SOU,IPS,0,1
4763,1993_1994,1993-12-08,,WHU,LEE,0,1
4764,1993_1994,1993-12-11,,AVL,WIM,0,1
4765,1993_1994,1993-12-11,,CHE,IPS,1,1
4766,1993_1994,1993-12-11,,LIV,SWI,2,2
4767,1993_1994,1993-12-11,,MCI,TOT,0,2
4768,1993_1994,1993-12-11,,NEW,MUN,1,1
4769,1993_1994,1993-12-11,,OLD,BLB,1,2
4770,1993_1994,1993-12-11,,SHU,EVE,0,0
4771,1993_1994,1993-12-11,,SOU,QPR,0,1
4772,1993_1994,1993-12-11,,WHU,COV,3,2
4773,1993_1994,1993-12-12,,ARS,SHW,1,0
4774,1993_1994,1993-12-13,,NOR,LEE,2,1
4775,1993_1994,1993-12-18,,BLB,MCI,2,0
4776,1993_1994,1993-12-18,,COV,OLD,1,1
4777,1993_1994,1993-12-18,,EVE,NEW,0,2
4778,1993_1994,1993-12-18,,IPS,NOR,2,1
4779,1993_1994,1993-12-18,,LEE,ARS,2,1
4780,1993_1994,1993-12-18,,SHW,WHU,5,0
4781,1993_1994,1993-12-18,,SWI,SOU,2,1
4782,1993_1994,1993-12-18,,TOT,LIV,3,3
4783,1993_1994,1993-12-18,,WIM,SHU,2,0
4784,1993_1994,1993-12-19,,MUN,AVL,3,1
4785,1993_1994,1993-12-22,,NEW,LEE,1,1
4786,1993_1994,1993-12-26,,MUN,BLB,1,1
4787,1993_1994,1993-12-26,,SHU,LIV,0,0
4788,1993_1994,1993-12-26,,WIM,COV,1,2
4789,1993_1994,1993-12-27,,EVE,SHW,0,2
4790,1993_1994,1993-12-27,,IPS,WHU,1,1
4791,1993_1994,1993-12-27,,QPR,OLD,2,0
4792,1993_1994,1993-12-27,,SOU,CHE,3,1
4793,1993_1994,1993-12-27,,SWI,ARS,0,4
4794,1993_1994,1993-12-27,,TOT,NOR,1,3
4795,1993_1994,1993-12-28,,CHE,NEW,1,0
4796,1993_1994,1993-12-28,,LIV,WIM,1,1
4797,1993_1994,1993-12-28,,MCI,SOU,1,1
4798,1993_1994,1993-12-28,,WHU,TOT,1,3
4799,1993_1994,1993-12-29,,ARS,SHU,3,0
4800,1993_1994,1993-12-29,,BLB,EVE,2,0
4801,1993_1994,1993-12-29,,LEE,QPR,1,1
4802,1993_1994,1993-12-29,,NOR,AVL,1,2
4803,1993_1994,1993-12-29,,OLD,MUN,2,5
4804,1993_1994,1993-12-29,,SHW,SWI,3,3
4805,1993_1994,1994-01-01,,AVL,BLB,0,1
4806,1993_1994,1994-01-01,,EVE,WHU,0,1
4807,1993_1994,1994-01-01,,IPS,LIV,1,2
4808,1993_1994,1994-01-01,,MUN,LEE,0,0
4809,1993_1994,1994-01-01,,NEW,MCI,2,0
4810,1993_1994,1994-01-01,,QPR,SHW,1,2
4811,1993_1994,1994-01-01,,SHU,OLD,2,1
4812,1993_1994,1994-01-01,,SOU,NOR,0,1
4813,1993_1994,1994-01-01,,SWI,CHE,1,3
4814,1993_1994,1994-01-01,,TOT,COV,1,2
4815,1993_1994,1994-01-01,,WIM,ARS,0,3
4816,1993_1994,1994-01-03,,ARS,QPR,0,0
4817,1993_1994,1994-01-03,,CHE,EVE,4,2
4818,1993_1994,1994-01-03,,COV,SWI,1,1
4819,1993_1994,1994-01-03,,SHW,TOT,1,0
4820,1993_1994,1994-01-03,,WHU,SHU,0,0
4821,1993_1994,1994-01-04,,LIV,MUN,3,3
4822,1993_1994,1994-01-04,,NOR,NEW,1,2
4823,1993_1994,1994-01-15,,AVL,WHU,3,1
4824,1993_1994,1994-01-15,,EVE,SWI,6,2
4825,1993_1994,1994-01-15,,LEE,IPS,0,0
4826,1993_1994,1994-01-15,,MCI,ARS,0,0
4827,1993_1994,1994-01-15,,NOR,CHE,1,1
4828,1993_1994,1994-01-15,,OLD,LIV,0,3
4829,1993_1994,1994-01-15,,SHU,BLB,1,2
4830,1993_1994,1994-01-15,,SOU,COV,1,0
4831,1993_1994,1994-01-15,,TOT,MUN,0,1
4832,1993_1994,1994-01-15,,WIM,SHW,2,1
4833,1993_1994,1994-01-16,,QPR,NEW,1,2
4834,1993_1994,1994-01-22,,ARS,OLD,1,1
4835,1993_1994,1994-01-22,,CHE,AVL,1,1
4836,1993_1994,1994-01-22,,COV,QPR,0,1
4837,1993_1994,1994-01-22,,IPS,WIM,0,0
4838,1993_1994,1994-01-22,,LIV,MCI,2,1
4839,1993_1994,1994-01-22,,MUN,EVE,1,0
4840,1993_1994,1994-01-22,,NEW,SOU,1,2
4841,1993_1994,1994-01-22,,SHW,SHU,3,1
4842,1993_1994,1994-01-22,,SWI,TOT,2,1
4843,1993_1994,1994-01-23,,BLB,LEE,2,1
4844,1993_1994,1994-01-24,,WHU,NOR,3,3
4845,1993_1994,1994-02-02,,COV,IPS,1,0
4846,1993_1994,1994-02-05,,BLB,WIM,3,0
4847,1993_1994,1994-02-05,,EVE,CHE,4,2
4848,1993_1994,1994-02-05,,MCI,IPS,2,1
4849,1993_1994,1994-02-05,,NOR,LIV,2,2
4850,1993_1994,1994-02-05,,OLD,SOU,2,1
4851,1993_1994,1994-02-05,,QPR,MUN,2,3
4852,1993_1994,1994-02-05,,SWI,COV,3,1
4853,1993_1994,1994-02-05,,TOT,SHW,1,3
4854,1993_1994,1994-02-06,,AVL,LEE,1,0
4855,1993_1994,1994-02-12,,AVL,SWI,5,0
4856,1993_1994,1994-02-12,,EVE,IPS,0,0
4857,1993_1994,1994-02-12,,MCI,WHU,0,0
4858,1993_1994,1994-02-12,,OLD,CHE,2,1
4859,1993_1994,1994-02-12,,SHU,COV,0,0
4860,1993_1994,1994-02-12,,TOT,BLB,0,2
4861,1993_1994,1994-02-12,,WIM,NEW,4,2
4862,1993_1994,1994-02-13,,NOR,ARS,1,1
4863,1993_1994,1994-02-14,,SOU,LIV,4,2
4864,1993_1994,1994-02-19,,BLB,NEW,1,0
4865,1993_1994,1994-02-19,,COV,MCI,4,0
4866,1993_1994,1994-02-19,,EVE,ARS,1,1
4867,1993_1994,1994-02-19,,LEE,LIV,2,0
4868,1993_1994,1994-02-19,,SWI,NOR,3,3
4869,1993_1994,1994-02-22,,AVL,MCI,0,0
4870,1993_1994,1994-02-22,,NOR,BLB,2,2
4871,1993_1994,1994-02-23,,NEW,COV,4,0
4872,1993_1994,1994-02-26,,ARS,BLB,1,0
4873,1993_1994,1994-02-26,,IPS,SHU,3,2
4874,1993_1994,1994-02-26,,LIV,COV,1,0
4875,1993_1994,1994-02-26,,MCI,SWI,2,1
4876,1993_1994,1994-02-26,,NOR,SHW,1,1
4877,1993_1994,1994-02-26,,SOU,WIM,1,0
4878,1993_1994,1994-02-26,,WHU,MUN,2,2
4879,1993_1994,1994-02-27,,CHE,TOT,4,3
4880,1993_1994,1994-02-28,,OLD,LEE,1,1
4881,1993_1994,1994-03-02,,TOT,AVL,1,1
4882,1993_1994,1994-03-05,,BLB,LIV,2,0
4883,1993_1994,1994-03-05,,EVE,OLD,2,1
4884,1993_1994,1994-03-05,,IPS,ARS,1,5
4885,1993_1994,1994-03-05,,LEE,SOU,0,0
4886,1993_1994,1994-03-05,,MUN,CHE,0,1
4887,1993_1994,1994-03-05,,QPR,MCI,1,1
4888,1993_1994,1994-03-05,,SHW,NEW,0,1
4889,1993_1994,1994-03-05,,SWI,WHU,1,1
4890,1993_1994,1994-03-05,,TOT,SHU,2,2
4891,1993_1994,1994-03-05,,WIM,NOR,3,1
4892,1993_1994,1994-03-06,,COV,AVL,0,1
4893,1993_1994,1994-03-12,,AVL,IPS,0,1
4894,1993_1994,1994-03-12,,MCI,WIM,0,1
4895,1993_1994,1994-03-12,,NEW,SWI,7,1
4896,1993_1994,1994-03-12,,NOR,QPR,3,4
4897,1993_1994,1994-03-12,,SOU,SHW,1,1
4898,1993_1994,1994-03-13,,LIV,EVE,2,1
4899,1993_1994,1994-03-13,,SHU,LEE,2,2
4900,1993_1994,1994-03-16,,CHE,WIM,2,0
4901,1993_1994,1994-03-16,,LEE,AVL,2,0
4902,1993_1994,1994-03-16,,MUN,SHW,5,0
4903,1993_1994,1994-03-16,,SHU,QPR,1,1
4904,1993_1994,1994-03-19,,AVL,OLD,1,2
4905,1993_1994,1994-03-19,,LEE,COV,1,0
4906,1993_1994,1994-03-19,,LIV,CHE,2,1
4907,1993_1994,1994-03-19,,MCI,SHU,0,0
4908,1993_1994,1994-03-19,,QPR,WIM,1,0
4909,1993_1994,1994-03-19,,SOU,ARS,0,4
4910,1993_1994,1994-03-19,,SWI,MUN,2,2
4911,1993_1994,1994-03-19,,TOT,IPS,1,1
4912,1993_1994,1994-03-19,,WHU,NEW,2,4
4913,1993_1994,1994-03-20,,SHW,BLB,1,2
4914,1993_1994,1994-03-21,,NOR,EVE,3,0
4915,1993_1994,1994-03-22,,ARS,MUN,2,2
4916,1993_1994,1994-03-22,,NEW,IPS,2,0
4917,1993_1994,1994-03-26,,ARS,LIV,1,0
4918,1993_1994,1994-03-26,,BLB,SWI,3,1
4919,1993_1994,1994-03-26,,CHE,WHU,2,0
4920,1993_1994,1994-03-26,,COV,NOR,2,1
4921,1993_1994,1994-03-26,,EVE,TOT,0,1
4922,1993_1994,1994-03-26,,IPS,QPR,1,3
4923,1993_1994,1994-03-26,,OLD,MCI,0,0
4924,1993_1994,1994-03-26,,SHU,SOU,0,0
4925,1993_1994,1994-03-27,,WIM,LEE,1,0
4926,1993_1994,1994-03-28,,SHU,WHU,3,2
4927,1993_1994,1994-03-29,,IPS,MCI,2,2
4928,1993_1994,1994-03-29,,NEW,NOR,3,0
4929,1993_1994,1994-03-29,,WIM,BLB,4,1
4930,1993_1994,1994-03-30,,AVL,EVE,0,0
4931,1993_1994,1994-03-30,,MUN,LIV,1,0
4932,1993_1994,1994-03-30,,SHW,CHE,3,1
4933,1993_1994,1994-03-30,,SOU,OLD,1,3
4934,1993_1994,1994-04-01,,LEE,NEW,1,1
4935,1993_1994,1994-04-02,,ARS,SWI,1,1
4936,1993_1994,1994-04-02,,BLB,MUN,2,0
4937,1993_1994,1994-04-02,,CHE,SOU,2,0
4938,1993_1994,1994-04-02,,COV,WIM,1,2
4939,1993_1994,1994-04-02,,LIV,SHU,1,2
4940,1993_1994,1994-04-02,,MCI,AVL,3,0
4941,1993_1994,1994-04-02,,NOR,TOT,1,2
4942,1993_1994,1994-04-02,,OLD,QPR,4,1
4943,1993_1994,1994-04-02,,SHW,EVE,5,1
4944,1993_1994,1994-04-02,,WHU,IPS,2,1
4945,1993_1994,1994-04-04,,AVL,NOR,0,0
4946,1993_1994,1994-04-04,,EVE,BLB,0,3
4947,1993_1994,1994-04-04,,IPS,COV,0,2
4948,1993_1994,1994-04-04,,MUN,OLD,3,2
4949,1993_1994,1994-04-04,,NEW,CHE,0,0
4950,1993_1994,1994-04-04,,QPR,LEE,0,4
4951,1993_1994,1994-04-04,,SHU,ARS,1,1
4952,1993_1994,1994-04-04,,SOU,MCI,0,1
4953,1993_1994,1994-04-04,,SWI,SHW,0,1
4954,1993_1994,1994-04-04,,TOT,WHU,1,4
4955,1993_1994,1994-04-04,,WIM,LIV,1,1
4956,1993_1994,1994-04-09,,COV,TOT,1,0
4957,1993_1994,1994-04-09,,LIV,IPS,1,0
4958,1993_1994,1994-04-09,,MCI,NEW,2,1
4959,1993_1994,1994-04-09,,NOR,SOU,4,5
4960,1993_1994,1994-04-09,,SHW,QPR,3,1
4961,1993_1994,1994-04-09,,WHU,EVE,0,1
4962,1993_1994,1994-04-11,,BLB,AVL,1,0
4963,1993_1994,1994-04-13,,QPR,CHE,1,1
4964,1993_1994,1994-04-16,,ARS,CHE,1,0
4965,1993_1994,1994-04-16,,COV,SHW,1,1
4966,1993_1994,1994-04-16,,IPS,SWI,1,1
4967,1993_1994,1994-04-16,,LIV,NEW,0,2
4968,1993_1994,1994-04-16,,MCI,NOR,1,1
4969,1993_1994,1994-04-16,,OLD,WHU,1,2
4970,1993_1994,1994-04-16,,QPR,EVE,2,1
4971,1993_1994,1994-04-16,,SHU,AVL,1,2
4972,1993_1994,1994-04-16,,SOU,BLB,3,1
4973,1993_1994,1994-04-16,,WIM,MUN,1,0
4974,1993_1994,1994-04-17,,LEE,TOT,2,0
4975,1993_1994,1994-04-19,,ARS,WIM,1,1
4976,1993_1994,1994-04-23,,AVL,ARS,1,2
4977,1993_1994,1994-04-23,,CHE,LEE,1,1
4978,1993_1994,1994-04-23,,EVE,COV,0,0
4979,1993_1994,1994-04-23,,MUN,MCI,2,0
4980,1993_1994,1994-04-23,,NEW,OLD,3,2
4981,1993_1994,1994-04-23,,NOR,SHU,0,1
4982,1993_1994,1994-04-23,,SHW,IPS,5,0
4983,1993_1994,1994-04-23,,SWI,WIM,2,4
4984,1993_1994,1994-04-23,,TOT,SOU,3,0
4985,1993_1994,1994-04-23,,WHU,LIV,1,2
4986,1993_1994,1994-04-24,,BLB,QPR,1,1
4987,1993_1994,1994-04-26,,WIM,OLD,3,0
4988,1993_1994,1994-04-27,,CHE,SWI,2,0
4989,1993_1994,1994-04-27,,LEE,MUN,0,2
4990,1993_1994,1994-04-27,,NEW,AVL,5,1
4991,1993_1994,1994-04-27,,QPR,ARS,1,1
4992,1993_1994,1994-04-27,,WHU,BLB,1,2
4993,1993_1994,1994-04-30,,ARS,WHU,0,2
4994,1993_1994,1994-04-30,,LEE,EVE,3,0
4995,1993_1994,1994-04-30,,LIV,NOR,0,1
4996,1993_1994,1994-04-30,,MCI,CHE,2,2
4997,1993_1994,1994-04-30,,OLD,SHW,0,0
4998,1993_1994,1994-04-30,,QPR,SWI,1,3
4999,1993_1994,1994-04-30,,SHU,NEW,2,0
5000,1993_1994,1994-04-30,,SOU,AVL,4,1
5001,1993_1994,1994-04-30,,WIM,TOT,2,1
5002,1993_1994,1994-05-01,,IPS,MUN,1,2
5003,1993_1994,1994-05-02,,COV,BLB,2,1
5004,1993_1994,1994-05-03,,LEE,SHW,2,2
5005,1993_1994,1994-05-03,,OLD,SHU,1,1
5006,1993_1994,1994-05-03,,QPR,WHU,0,0
5007,1993_1994,1994-05-04,,CHE,COV,1,2
5008,1993_1994,1994-05-04,,MUN,SOU,2,0
5009,1993_1994,1994-05-05,,OLD,TOT,0,2
5010,1993_1994,1994-05-07,,AVL,LIV,2,1
5011,1993_1994,1994-05-07,,BLB,IPS,0,0
5012,1993_1994,1994-05-07,,CHE,SHU,3,2
5013,1993_1994,1994-05-07,,EVE,WIM,3,2
5014,1993_1994,1994-05-07,,NEW,ARS,2,0
5015,1993_1994,1994-05-07,,NOR,OLD,1,1
5016,1993_1994,1994-05-07,,SHW,MCI,1,1
5017,1993_1994,1994-05-07,,SWI,LEE,0,5
5018,1993_1994,1994-05-07,,TOT,QPR,1,2
5019,1993_1994,1994-05-07,,WHU,SOU,3,3
5020,1993_1994,1994-05-08,,MUN,COV,0,0
5021,1994_1995,1994-08-20,,ARS,MCI,3,0
5022,1994_1995,1994-08-20,,CHE,NOR,2,0
5023,1994_1995,1994-08-20,,COV,WIM,1,1
5024,1994_1995,1994-08-20,,CRY,LIV,1,6
5025,1994_1995,1994-08-20,,EVE,AVL,2,2
5026,1994_1995,1994-08-20,,IPS,NFO,0,1
5027,1994_1995,1994-08-20,,MUN,QPR,2,0
5028,1994_1995,1994-08-20,,SHW,TOT,3,4
5029,1994_1995,1994-08-20,,SOU,BLB,1,1
5030,1994_1995,1994-08-20,,WHU,LEE,0,0
5031,1994_1995,1994-08-21,,LEI,NEW,1,3
5032,1994_1995,1994-08-22,,NFO,MUN,1,1
5033,1994_1995,1994-08-23,,BLB,LEI,3,0
5034,1994_1995,1994-08-23,,LEE,ARS,1,0
5035,1994_1995,1994-08-23,,WIM,IPS,1,1
5036,1994_1995,1994-08-24,,AVL,SOU,1,1
5037,1994_1995,1994-08-24,,MCI,WHU,3,0
5038,1994_1995,1994-08-24,,NEW,COV,4,0
5039,1994_1995,1994-08-24,,NOR,CRY,0,0
5040,1994_1995,1994-08-24,,QPR,SHW,3,2
5041,1994_1995,1994-08-24,,TOT,EVE,2,1
5042,1994_1995,1994-08-27,,AVL,CRY,1,1
5043,1994_1995,1994-08-27,,BLB,COV,4,0
5044,1994_1995,1994-08-27,,LEE,CHE,2,3
5045,1994_1995,1994-08-27,,MCI,EVE,4,0
5046,1994_1995,1994-08-27,,NEW,SOU,5,1
5047,1994_1995,1994-08-27,,NOR,WHU,1,0
5048,1994_1995,1994-08-27,,NFO,LEI,1,0
5049,1994_1995,1994-08-27,,QPR,IPS,1,2
5050,1994_1995,1994-08-27,,TOT,MUN,0,1
5051,1994_1995,1994-08-27,,WIM,SHW,0,1
5052,1994_1995,1994-08-28,,LIV,ARS,3,0
5053,1994_1995,1994-08-29,,COV,AVL,0,1
5054,1994_1995,1994-08-30,,CRY,LEE,1,2
5055,1994_1995,1994-08-30,,EVE,NFO,1,2
5056,1994_1995,1994-08-30,,IPS,TOT,1,3
5057,1994_1995,1994-08-31,,ARS,BLB,0,0
5058,1994_1995,1994-08-31,,CHE,MCI,3,0
5059,1994_1995,1994-08-31,,LEI,QPR,1,1
5060,1994_1995,1994-08-31,,MUN,WIM,3,0
5061,1994_1995,1994-08-31,,SHW,NOR,0,0
5062,1994_1995,1994-08-31,,SOU,LIV,0,2
5063,1994_1995,1994-08-31,,WHU,NEW,1,3
5064,1994_1995,1994-09-10,,AVL,IPS,2,0
5065,1994_1995,1994-09-10,,BLB,EVE,3,0
5066,1994_1995,1994-09-10,,LIV,WHU,0,0
5067,1994_1995,1994-09-10,,MCI,CRY,1,1
5068,1994_1995,1994-09-10,,NEW,CHE,4,2
5069,1994_1995,1994-09-10,,NOR,ARS,0,0
5070,1994_1995,1994-09-10,,NFO,SHW,4,1
5071,1994_1995,1994-09-10,,QPR,COV,2,2
5072,1994_1995,1994-09-10,,WIM,LEI,2,1
5073,1994_1995,1994-09-11,,LEE,MUN,2,1
5074,1994_1995,1994-09-12,,TOT,SOU,1,2
5075,1994_1995,1994-09-17,,COV,LEE,2,1
5076,1994_1995,1994-09-17,,CRY,WIM,0,0
5077,1994_1995,1994-09-17,,EVE,QPR,2,2
5078,1994_1995,1994-09-17,,LEI,TOT,3,1
5079,1994_1995,1994-09-17,,MUN,LIV,2,0
5080,1994_1995,1994-09-17,,SHW,MCI,1,1
5081,1994_1995,1994-09-17,,SOU,NFO,1,1
5082,1994_1995,1994-09-17,,WHU,AVL,1,0
5083,1994_1995,1994-09-18,,ARS,NEW,2,3
5084,1994_1995,1994-09-18,,CHE,BLB,1,2
5085,1994_1995,1994-09-19,,IPS,NOR,1,2
5086,1994_1995,1994-09-24,,BLB,AVL,3,1
5087,1994_1995,1994-09-24,,COV,SOU,1,3
5088,1994_1995,1994-09-24,,CRY,CHE,0,1
5089,1994_1995,1994-09-24,,EVE,LEI,1,1
5090,1994_1995,1994-09-24,,IPS,MUN,3,2
5091,1994_1995,1994-09-24,,MCI,NOR,2,0
5092,1994_1995,1994-09-24,,NEW,LIV,1,1
5093,1994_1995,1994-09-24,,QPR,WIM,0,1
5094,1994_1995,1994-09-24,,TOT,NFO,1,4
5095,1994_1995,1994-09-25,,WHU,ARS,0,2
5096,1994_1995,1994-09-26,,SHW,LEE,1,1
5097,1994_1995,1994-10-01,,ARS,CRY,1,2
5098,1994_1995,1994-10-01,,AVL,NEW,0,2
5099,1994_1995,1994-10-01,,LEE,MCI,2,0
5100,1994_1995,1994-10-01,,LIV,SHW,4,1
5101,1994_1995,1994-10-01,,MUN,EVE,2,0
5102,1994_1995,1994-10-01,,NOR,BLB,2,1
5103,1994_1995,1994-10-01,,SOU,IPS,3,1
5104,1994_1995,1994-10-01,,WIM,TOT,1,2
5105,1994_1995,1994-10-02,,CHE,WHU,1,2
5106,1994_1995,1994-10-02,,NFO,QPR,3,2
5107,1994_1995,1994-10-03,,LEI,COV,2,2
5108,1994_1995,1994-10-08,,CHE,LEI,4,0
5109,1994_1995,1994-10-08,,LIV,AVL,3,2
5110,1994_1995,1994-10-08,,MCI,NFO,3,3
5111,1994_1995,1994-10-08,,NOR,LEE,2,1
5112,1994_1995,1994-10-08,,SHW,MUN,1,0
5113,1994_1995,1994-10-08,,SOU,EVE,2,0
5114,1994_1995,1994-10-08,,TOT,QPR,1,1
5115,1994_1995,1994-10-08,,WHU,CRY,1,0
5116,1994_1995,1994-10-08,,WIM,ARS,1,3
5117,1994_1995,1994-10-09,,NEW,BLB,1,1
5118,1994_1995,1994-10-10,,COV,IPS,2,0
5119,1994_1995,1994-10-15,,ARS,CHE,3,1
5120,1994_1995,1994-10-15,,AVL,NOR,1,1
5121,1994_1995,1994-10-15,,BLB,LIV,3,2
5122,1994_1995,1994-10-15,,CRY,NEW,0,1
5123,1994_1995,1994-10-15,,EVE,COV,0,2
5124,1994_1995,1994-10-15,,LEE,TOT,1,1
5125,1994_1995,1994-10-15,,LEI,SOU,4,3
5126,1994_1995,1994-10-15,,MUN,WHU,1,0
5127,1994_1995,1994-10-15,,QPR,MCI,1,2
5128,1994_1995,1994-10-16,,IPS,SHW,1,2
5129,1994_1995,1994-10-17,,NFO,WIM,3,1
5130,1994_1995,1994-10-22,,AVL,NFO,0,2
5131,1994_1995,1994-10-22,,CRY,EVE,1,0
5132,1994_1995,1994-10-22,,LIV,WIM,3,0
5133,1994_1995,1994-10-22,,MCI,TOT,5,2
5134,1994_1995,1994-10-22,,NEW,SHW,2,1
5135,1994_1995,1994-10-22,,NOR,QPR,4,2
5136,1994_1995,1994-10-22,,WHU,SOU,2,0
5137,1994_1995,1994-10-23,,ARS,COV,2,1
5138,1994_1995,1994-10-23,,BLB,MUN,2,4
5139,1994_1995,1994-10-23,,CHE,IPS,2,0
5140,1994_1995,1994-10-24,,LEE,LEI,2,1
5141,1994_1995,1994-10-29,,COV,MCI,1,0
5142,1994_1995,1994-10-29,,EVE,ARS,1,1
5143,1994_1995,1994-10-29,,IPS,LIV,1,3
5144,1994_1995,1994-10-29,,LEI,CRY,0,1
5145,1994_1995,1994-10-29,,MUN,NEW,2,0
5146,1994_1995,1994-10-29,,NFO,BLB,0,2
5147,1994_1995,1994-10-29,,QPR,AVL,2,0
5148,1994_1995,1994-10-29,,SHW,CHE,1,1
5149,1994_1995,1994-10-29,,SOU,LEE,1,3
5150,1994_1995,1994-10-29,,TOT,WHU,3,1
5151,1994_1995,1994-10-30,,WIM,NOR,1,0
5152,1994_1995,1994-10-31,,QPR,LIV,2,1
5153,1994_1995,1994-11-01,,EVE,WHU,1,0
5154,1994_1995,1994-11-01,,IPS,LEE,2,0
5155,1994_1995,1994-11-02,,COV,CRY,1,4
5156,1994_1995,1994-11-02,,SHW,BLB,0,1
5157,1994_1995,1994-11-02,,SOU,NOR,1,1
5158,1994_1995,1994-11-05,,BLB,TOT,2,0
5159,1994_1995,1994-11-05,,CRY,IPS,3,0
